id,PosNeg,Class
1428339505648460000,Neg,Constraints
1428336697645790000,Pos,Responsibility
1428335314964150000,Pos,Confidence
1428329760044710000,Pos,Responsibility
1428326977392410000,Pos,Calculation
1428314579658970000,Pos,Calculation
1428312238859840000,Pos,Calculation
1428306474720130000,Neg,Constraints
1428306144238340000,Pos,Calculation
1428305176016740000,Pos,Responsibility
1428304559231830000,Neg,Constraints
1428304065285390000,Pos,Confidence
1428301820003190000,Neg,Constraints
1428299932964820000,Pos,Calculation
1428299515388330000,Pos,Calculation
1428298434025450000,Pos,Responsibility
1428296532260910000,Pos,Responsibility
1428295670214000000,Neg,Constraints
1428291440891720000,Neg,Constraints
1428289775337820000,Pos,Confidence
1428288964725660000,Pos,Confidence
1428285345162940000,Pos,Confidence
1428281128176080000,Neg,Constraints
1428279509015430000,Pos,Confidence
1428276248321520000,Pos,Confidence
1428274438949060000,Pos,Calculation
1428271367586150000,Pos,Responsibility
1428270791016140000,Pos,Responsibility
1428270628386200000,Pos,Responsibility
1428269099503610000,Neg,Constraints
1428264168491080000,Pos,Confidence
1428264008793030000,Neg,Confidence
1428256307664990000,Pos,Calculation
1428255318245470000,Neg,Constraints
1428250606724990000,Neg,Confidence
1428250458901010000,Pos,Calculation
1428248843527680000,Pos,Confidence
1428243666640910000,Neg,Constraints
1428243546222450000,Pos,Confidence
1428240444308160000,Pos,Calculation
1428239268942540000,Pos,Calculation
1428237522610440000,Neg,Constraints
1428234338806630000,Pos,Calculation
1428234200302320000,Pos,Calculation
1428232392871800000,Pos,Responsibility
1428229162641140000,Pos,Calculation
1428229107658020000,Neg,Constraints
1428227680684540000,Pos,Calculation
1428220648116020000,Pos,Confidence
1428215099563520000,Neg,Calculation
1428204887544770000,Pos,Calculation
1428199992406140000,Neg,Constraints
1428199751523000000,Pos,Confidence
1428195347021530000,Pos,Confidence
1428191462391410000,Pos,Calculation
1428190847497990000,Neg,Constraints
1428190395473610000,Pos,Calculation
1428178788525900000,Pos,Responsibility
1428178263428320000,Pos,Responsibility
1428176045048350000,Neg,Calculation
1428175926840330000,Neg,Constraints
1428175406549450000,Pos,Responsibility
1428168331035480000,Neg,Constraints
1428167731807870000,Neg,Constraints
1428167585338510000,Pos,Responsibility
1428166730455530000,Pos,Responsibility
1428166649220240000,Neg,Confidence
1428166197128810000,Neg,Constraints
1428166028140310000,Pos,Calculation
1428165501709020000,Neg,Confidence
1428162408401360000,Pos,Calculation
1428162211747270000,Neg,Constraints
1428160482460850000,Neg,Complacency
1428156941428080000,Pos,Confidence
1428156860868140000,Pos,Confidence
1428154418537530000,Neg,Calculation
1428152209095590000,Pos,Calculation
1428146878885940000,Pos,Confidence
1428142719772150000,Pos,Calculation
1428139706907120000,Neg,Calculation
1428137288794390000,Pos,Responsibility
1428131053625950000,Neg,Constraints
1428126366113820000,Neg,Constraints
1428121044498340000,Pos,Responsibility
1428112678606620000,Pos,Calculation
1428111966204140000,Neg,Calculation
1428101740906230000,Pos,Confidence
1428099042202970000,Neg,Constraints
1428011642218950000,Pos,Calculation
1428007870692410000,Neg,Confidence
1428003018390180000,Neg,Confidence
1428000848936840000,Pos,Calculation
1427994933588200000,Pos,Confidence
1427992720191020000,Neg,Calculation
1427990792904200000,Pos,Responsibility
1427966213955610000,Pos,Responsibility
1427961959526260000,Pos,Calculation
1427960759456200000,Neg,Constraints
1427955462356410000,Pos,Calculation
1427955009681980000,Neg,Constraints
1427941179933350000,Pos,Calculation
1427941081790900000,Pos,Calculation
1427939938419580000,Pos,Calculation
1427927011503180000,Pos,Confidence
1427925289082840000,Pos,Confidence
1427924705567130000,Pos,Constraints
1427923186256160000,Pos,Calculation
1427921593062230000,Pos,Calculation
1427916771667810000,Pos,Calculation
1427912560951440000,Pos,Responsibility
1427911283785950000,Pos,Responsibility
1427910647082220000,Pos,Calculation
1427909428544610000,Pos,Calculation
1427904298545860000,Pos,Confidence
1427900035765730000,Neg,Constraints
1427897610115810000,Pos,Confidence
1427894835864730000,Pos,Responsibility
1427888042384280000,Pos,Calculation
1427887039685420000,Pos,Calculation
1427880304832770000,Pos,Confidence
1427876690693210000,Pos,Confidence
1427876412657040000,Neg,Constraints
1427868645028280000,Pos,Responsibility
1427865537741090000,Neg,Confidence
1427860844373620000,Pos,Responsibility
1427854672165930000,Neg,Constraints
1427844304689510000,Neg,Constraints
1427840995585000000,Neg,Constraints
1427830147621650000,Pos,Calculation
1427826321757910000,Pos,Calculation
1427820763680100000,Pos,Confidence
1427815505893620000,Pos,Constraints
1427810515842060000,Pos,Constraints
1427807601455070000,Neg,Calculation
1427804854861250000,Pos,Confidence
1427801520972590000,Pos,Confidence
1427793124856770000,Pos,Calculation
1427789066678920000,Pos,Calculation
1427781405900100000,Pos,Calculation
1427738917596320000,Pos,Responsibility
1427653913683970000,Neg,Complacency
1427631366250820000,Pos,Calculation
1427619917407260000,Neg,Constraints
1427593406763580000,Pos,Constraints
1427584421994000000,Pos,Calculation
1427569929356660000,Pos,Confidence
1427557922943370000,Neg,Calculation
1427543315029710000,Pos,Responsibility
1427538105062420000,Pos,Calculation
1427529119252680000,Neg,Constraints
1427508859493510000,Pos,Constraints
1427506534410440000,Pos,Responsibility
1427497486889870000,Neg,Confidence
1427487088170070000,Pos,Calculation
1427481886994040000,Neg,Constraints
1427479654672200000,Pos,Calculation
1427476104785260000,Pos,Calculation
1427446329307840000,Pos,Confidence
1427432126601780000,Pos,Constraints
1427421504078180000,Pos,Confidence
1427409734726860000,Pos,Calculation
1427388241951390000,Pos,Confidence
1427378727630030000,Pos,Confidence
1427341025777890000,Neg,Constraints
1427253806165740000,Pos,Constraints
1427245358136970000,Pos,Calculation
1427243711721740000,Neg,Constraints
1427237191420310000,Pos,Confidence
1427230058830120000,Pos,Responsibility
1427221026950180000,Neg,Constraints
1427217632986490000,Pos,Calculation
1427212560302960000,Pos,Responsibility
1427189104920310000,Neg,Calculation
1427183631110310000,Pos,Calculation
1427176624605200000,Neg,Constraints
1427160429495610000,Pos,Confidence
1427146602376880000,Pos,Responsibility
1427137585860590000,Pos,Responsibility
1427128944642310000,Pos,Calculation
1427101387175860000,Pos,Responsibility
1427099230791900000,Pos,Responsibility
1427090262761690000,Pos,Constraints
1427085194972990000,Pos,Calculation
1427082063866330000,Pos,Confidence
1427079347299440000,Neg,Constraints
1427076052203880000,Pos,Responsibility
1427068144821040000,Pos,Constraints
1427060984481400000,Pos,Calculation
1427058895025960000,Pos,Constraints
1427053587431970000,Pos,Calculation
1427047308345040000,Neg,Confidence
1427044699257200000,Pos,Calculation
1427039039299850000,Neg,Constraints
1426975973283560000,Neg,Constraints
1426935389579740000,Neg,Constraints
1426897737182630000,Pos,Responsibility
1426867663008010000,Pos,Confidence
1426863369584140000,Pos,Constraints
1426857296731070000,Neg,Constraints
1426846291351390000,Pos,Constraints
1426841450973590000,Pos,Confidence
1426834195679110000,Pos,Constraints
1426814294763570000,Neg,Constraints
1426809915004250000,Pos,Confidence
1426804760477200000,Neg,Constraints
1426794050846260000,Pos,Confidence
1426765950385270000,Pos,Calculation
1426749030189590000,Pos,Constraints
1426745129763700000,Neg,Constraints
1426741181086500000,Neg,Constraints
1426732221927280000,Pos,Calculation
1426719153054870000,Neg,Constraints
1426712701724620000,Neg,Constraints
1426702814722480000,Neg,Constraints
1426699995504270000,Pos,Responsibility
1426696244630480000,Pos,Calculation
1426693031185370000,Pos,Constraints
1426691667873050000,Pos,Calculation
1426688276732070000,Pos,Calculation
1426665831652470000,Pos,Calculation
1426659252907640000,Pos,Calculation
1426624005738360000,Pos,Confidence
1426551413329380000,Neg,Confidence
1426532954067500000,Pos,Calculation
1426523397400320000,Pos,Confidence
1426507414229050000,Pos,Confidence
1426484153734740000,Pos,Calculation
1426439115017310000,Neg,Confidence
1426432119417430000,Neg,Calculation
1426421014381040000,Pos,Responsibility
1426414514069670000,Pos,Confidence
1426411230890130000,Pos,Responsibility
1426385649796530000,Pos,Calculation
1426379993572020000,Pos,Responsibility
1426377544995980000,Pos,Calculation
1426374904430030000,Pos,Confidence
1426361601494420000,Pos,Confidence
1426357156509410000,Pos,Confidence
1426356001406550000,Neg,Complacency
1426354223915040000,Neg,Constraints
1426352798094940000,Pos,Confidence
1426350981428610000,Pos,Confidence
1426347036723400000,Pos,Confidence
1426345588577100000,Pos,Confidence
1426337919241880000,Pos,Calculation
1426319927850390000,Neg,Constraints
1426315225221840000,Pos,Complacency
1426301076530070000,Pos,Confidence
1426197049951670000,Neg,Constraints
1426182638365140000,Neg,Complacency
1426179066294530000,Pos,Calculation
1426157537276040000,Pos,Constraints
1426142267362860000,Pos,Confidence
1426136479718280000,Pos,Responsibility
1426130820310340000,Neg,Constraints
1426122132790990000,Pos,Confidence
1426118083769350000,Pos,Confidence
1426107607320710000,Pos,Calculation
1426103660472240000,Neg,Constraints
1426094458307680000,Pos,Confidence
1426085190430960000,Pos,Confidence
1426083658641720000,Pos,Constraints
1426076548700850000,Pos,Calculation
1426067960314020000,Pos,Confidence
1426064116557360000,Pos,Constraints
1426063133513160000,Pos,Confidence
1426058027136790000,Pos,Responsibility
1426056947065710000,Pos,Calculation
1426054761787260000,Pos,Calculation
1426039425226600000,Pos,Calculation
1426036033309730000,Pos,Complacency
1426030915709320000,Pos,Calculation
1426022999480690000,Pos,Calculation
1426021654820390000,Pos,Calculation
1426009413710610000,Pos,Confidence
1426002990373090000,Pos,Calculation
1426000849134700000,Neg,Constraints
1425991321429280000,Pos,Calculation
1425989035881750000,Pos,Responsibility
1425971584435500000,Pos,Constraints
1425960793435110000,Pos,Calculation
1425943530791330000,Neg,Calculation
1425939966484380000,Neg,Calculation
1425931230147600000,Pos,Calculation
1425919602773550000,Pos,Responsibility
1425908791099360000,Pos,Confidence
1425840869366580000,Pos,Confidence
1425801130081090000,Pos,Constraints
1425784068214380000,Pos,Calculation
1425777374352710000,Pos,Calculation
1425773649479420000,Pos,Responsibility
1425759058254980000,Pos,Calculation
1425755026249500000,Pos,Confidence
1425748882055580000,Pos,Confidence
1425739437288210000,Pos,Confidence
1425731017374000000,Neg,Calculation
1425724837230570000,Pos,Calculation
1425694951313080000,Pos,Calculation
1425692954304290000,Pos,Responsibility
1425683624880340000,Neg,Constraints
1425675200658420000,Neg,Complacency
1425663281620860000,Pos,Calculation
1425660094788730000,Pos,Calculation
1425649683561680000,Pos,Calculation
1425643440755260000,Pos,Calculation
1425625702884280000,Pos,Responsibility
1425613631119520000,Pos,Calculation
1425600468554710000,Neg,Constraints
1425592412244630000,Pos,Calculation
1425586443397720000,Pos,Calculation
1425572873209450000,Pos,Responsibility
1425563059376980000,Neg,Complacency
1425554318845820000,Pos,Calculation
1425536192221640000,Pos,Calculation
1425440719083230000,Pos,Calculation
1425427205622960000,Neg,Complacency
1425417456416300000,Neg,Constraints
1425410802538800000,Neg,Confidence
1425405859799070000,Pos,Confidence
1425396253303530000,Pos,Constraints
1425391091533020000,Pos,Confidence
1425384696154780000,Neg,Calculation
1425379116451130000,Pos,Calculation
1425371723826820000,Pos,Confidence
1425364481866020000,Pos,Calculation
1425357797827350000,Pos,Calculation
1425351951730960000,Pos,Confidence
1425342830294160000,Pos,Responsibility
1425334692463590000,Neg,Constraints
1425323006247630000,Pos,Calculation
1425319846682580000,Neg,Confidence
1425314038863430000,Pos,Responsibility
1425312715916990000,Neg,Constraints
1425307019615940000,Pos,Confidence
1425300958318230000,Pos,Constraints
1425296331602490000,Pos,Calculation
1425289212304050000,Neg,Complacency
1425287800958580000,Pos,Calculation
1425279634803870000,Neg,Complacency
1425272632438510000,Pos,Confidence
1425262672514220000,Pos,Calculation
1425247995310660000,Pos,Calculation
1425241168200090000,Pos,Confidence
1425236872238820000,Pos,Calculation
1425229395401130000,Pos,Calculation
1425216408493850000,Pos,Calculation
1425213935439920000,Pos,Confidence
1425066209276420000,Pos,Confidence
1425064392945630000,Neg,Complacency
1425056471759220000,Pos,Calculation
1425052648726690000,Pos,Constraints
1425041321333450000,Neg,Confidence
1425021190616210000,Pos,Calculation
1425020147497010000,Pos,Confidence
1425014387098600000,Pos,Calculation
1425010401276660000,Pos,Calculation
1425008233597470000,Neg,Constraints
1425001007113660000,Pos,Responsibility
1424986077580770000,Pos,Confidence
1424983014996470000,Pos,Calculation
1424971919577650000,Pos,Calculation
1424971455264000000,Neg,Constraints
1424971426910530000,Neg,Constraints
1424964662378990000,Pos,Calculation
1424960808400780000,Neg,Complacency
1424957003961550000,Pos,Calculation
1424951423154990000,Pos,Calculation
1424946079523420000,Pos,Responsibility
1424941236494810000,Pos,Calculation
1424934853292680000,Pos,Calculation
1424928263030250000,Pos,Calculation
1424906316665950000,Neg,Constraints
1424895222392110000,Neg,Calculation
1424884369257150000,Pos,Constraints
1424878330604520000,Pos,Constraints
1424873158776030000,Neg,Constraints
1424866142804350000,Pos,Constraints
1424863899308870000,Pos,Confidence
1424858782346080000,Neg,Constraints
1424855504921120000,Pos,Responsibility
1424848660060270000,Pos,Calculation
1424838389799410000,Neg,Constraints
1424748963496820000,Pos,Calculation
1424730205126490000,Neg,Constraints
1424719886538870000,Pos,Calculation
1424717728493880000,Pos,Calculation
1424688938782890000,Pos,Calculation
1424684544066680000,Neg,Constraints
1424682085411740000,Pos,Calculation
1424670470444510000,Pos,Calculation
1424664977399370000,Pos,Calculation
1424663531299890000,Pos,Confidence
1424654041762560000,Pos,Calculation
1424652633076230000,Pos,Calculation
1424650901998890000,Pos,Confidence
1424648697384550000,Pos,Calculation
1424647183836480000,Pos,Calculation
1424646381000560000,Pos,Calculation
1424643840263160000,Neg,Constraints
1424638474267720000,Neg,Constraints
1424636804905320000,Pos,Constraints
1424626126983290000,Pos,Calculation
1424624599031940000,Pos,Confidence
1424620266336910000,Pos,Calculation
1424619100257400000,Pos,Calculation
1424617068096220000,Neg,Constraints
1424614848730520000,Pos,Confidence
1424610863848120000,Pos,Calculation
1424607628047510000,Pos,Calculation
1424596260833550000,Pos,Calculation
1424595728588960000,Pos,Responsibility
1424590727313420000,Pos,Responsibility
1424588273670780000,Pos,Calculation
1424578109261560000,Pos,Confidence
1424577867980040000,Pos,Calculation
1424573124272520000,Pos,Calculation
1424566342477170000,Pos,Calculation
1424566339453160000,Pos,Calculation
1424548511689750000,Pos,Constraints
1424543351303400000,Neg,Constraints
1424530101182410000,Pos,Responsibility
1424522383155620000,Pos,Calculation
1424505747606440000,Pos,Responsibility
1424500741671060000,Pos,Calculation
1424492884930160000,Neg,Constraints
1424489177928790000,Neg,Constraints
1424483537273510000,Pos,Calculation
1424474423923390000,Pos,Calculation
1424433542574920000,Pos,Confidence
1424371995509020000,Pos,Confidence
1424358606447670000,Pos,Constraints
1424354450441870000,Neg,Constraints
1424347816327920000,Neg,Complacency
1424345934930970000,Neg,Constraints
1424334797803950000,Pos,Constraints
1424326388509640000,Pos,Confidence
1424323850494340000,Pos,Constraints
1424317474967670000,Neg,Constraints
1424316970774630000,Pos,Constraints
1424313652362940000,Pos,Responsibility
1424301263571670000,Pos,Constraints
1424298661412950000,Neg,Constraints
1424297015354080000,Pos,Confidence
1424292983940140000,Pos,Calculation
1424288562049010000,Pos,Confidence
1424286882431590000,Neg,Constraints
1424277247859600000,Pos,Confidence
1424266117472690000,Pos,Responsibility
1424263315941830000,Pos,Responsibility
1424258029881470000,Pos,Responsibility
1424245750565800000,Neg,Confidence
1424243101191720000,Pos,Confidence
1424234676999250000,Pos,Constraints
1424230217313250000,Pos,Constraints
1424222660335070000,Pos,Confidence
1424218691172890000,Pos,Confidence
1424215069710220000,Pos,Confidence
1424212000423380000,Pos,Calculation
1424208365769480000,Neg,Constraints
1424205830996430000,Pos,Confidence
1424202058182270000,Pos,Confidence
1424201999508140000,Pos,Confidence
1424200259362640000,Pos,Confidence
1424199899369800000,Pos,Confidence
1424198508920250000,Pos,Calculation
1424197113152370000,Neg,Constraints
1424194171468840000,Pos,Responsibility
1424194168897760000,Pos,Responsibility
1424193560694310000,Pos,Responsibility
1424193184536530000,Pos,Calculation
1424192089332480000,Pos,Confidence
1424190694705410000,Pos,Confidence
1424190004897580000,Pos,Calculation
1424186899090990000,Pos,Responsibility
1424186277830670000,Pos,Calculation
1424186093360920000,Neg,Constraints
1424184609101670000,Pos,Calculation
1424183938231130000,Neg,Confidence
1424183048862520000,Pos,Calculation
1424182881442690000,Pos,Calculation
1424182205958350000,Pos,Responsibility
1424182113469790000,Neg,Calculation
1424181919877530000,Pos,Calculation
1424181648791310000,Pos,Calculation
1424179884155310000,Pos,Responsibility
1424178914616770000,Pos,Calculation
1424176557917090000,Pos,Calculation
1424173739017650000,Pos,Confidence
1424171431101830000,Pos,Confidence
1424171071373130000,Neg,Confidence
1424169673495430000,Neg,Calculation
1424166987870070000,Pos,Responsibility
1424164784136590000,Neg,Confidence
1424164672672970000,Pos,Confidence
1424163313328420000,Neg,Constraints
1424162829595140000,Pos,Responsibility
1424160390745780000,Neg,Constraints
1424160053611820000,Neg,Constraints
1424157432163350000,Pos,Responsibility
1424157365893430000,Pos,Responsibility
1424156135402070000,Pos,Confidence
1424156131518140000,Neg,Constraints
1424154324087670000,Neg,Constraints
1424153244528340000,Neg,Constraints
1424152501763280000,Pos,Constraints
1424152358561350000,Neg,Constraints
1424152128252120000,Neg,Constraints
1424152054159700000,Neg,Constraints
1424151656468410000,Neg,Constraints
1424150977205050000,Neg,Constraints
1424150885580500000,Neg,Confidence
1424148949267450000,Neg,Constraints
1424148092991910000,Pos,Calculation
1424144987906710000,Pos,Calculation
1424143933219560000,Pos,Responsibility
1424143725802880000,Neg,Constraints
1424141058913410000,Pos,Confidence
1424138468184100000,Pos,Responsibility
1424136507489540000,Pos,Confidence
1424135611624030000,Pos,Calculation
1424135112954830000,Pos,Confidence
1424134970155570000,Pos,Calculation
1424134792610650000,Neg,Calculation
1424134349432100000,Neg,Constraints
1424131325292840000,Pos,Calculation
1424130896714550000,Neg,Constraints
1424127760486710000,Pos,Confidence
1424124684887410000,Neg,Constraints
1424122048511570000,Neg,Constraints
1424119475750630000,Neg,Confidence
1424118298526900000,Neg,Constraints
1424115498178860000,Pos,Responsibility
1424108865700780000,Neg,Constraints
1424092371923320000,Pos,Calculation
1424017519354860000,Neg,Calculation
1424017006961900000,Neg,Confidence
1424000530594990000,Pos,Confidence
1423999412783610000,Pos,Constraints
1423998161706650000,Neg,Confidence
1423979033302200000,Neg,Confidence
1423971401732520000,Pos,Confidence
1423966896022450000,Pos,Confidence
1423966877957590000,Neg,Calculation
1423966475019180000,Neg,Constraints
1423965942384450000,Pos,Calculation
1423956737132920000,Neg,Confidence
1423956446895470000,Pos,Responsibility
1423953913217090000,Neg,Constraints
1423947795493310000,Pos,Constraints
1423947498331110000,Pos,Constraints
1423944396022580000,Pos,Calculation
1423939896872290000,Neg,Constraints
1423936351850810000,Neg,Constraints
1423932081021710000,Neg,Constraints
1423930771895500000,Neg,Constraints
1423929231084440000,Pos,Calculation
1423929105133670000,Pos,Confidence
1423927887434890000,Pos,Calculation
1423926183280840000,Neg,Constraints
1423926066226220000,Pos,Confidence
1423925286798710000,Neg,Constraints
1423925020682710000,Pos,Responsibility
1423923372757370000,Pos,Responsibility
1423922706861280000,Pos,Calculation
1423920272470510000,Pos,Responsibility
1423920034636720000,Neg,Constraints
1423919495995820000,Pos,Calculation
1423918706204160000,Neg,Calculation
1423917264659630000,Pos,Confidence
1423916387307700000,Pos,Calculation
1423916307741760000,Neg,Constraints
1423915399792380000,Pos,Calculation
1423915368288940000,Neg,Constraints
1423912520306230000,Neg,Constraints
1423910786603250000,Pos,Confidence
1423910651651450000,Neg,Constraints
1423910615068730000,Pos,Responsibility
1423908651492790000,Neg,Calculation
1423904903127130000,Pos,Calculation
1423893381516650000,Pos,Confidence
1423890702920910000,Pos,Responsibility
1423889224739130000,Neg,Constraints
1423888701684200000,Neg,Constraints
1423887781508510000,Pos,Calculation
1423885617239180000,Pos,Constraints
1423882943647280000,Pos,Confidence
1423881147629530000,Pos,Responsibility
1423880996949150000,Pos,Responsibility
1423880104904690000,Pos,Calculation
1423878391732740000,Pos,Responsibility
1423870300257610000,Neg,Constraints
1423867281218490000,Pos,Confidence
1423866369888550000,Pos,Responsibility
1423865860263790000,Neg,Constraints
1423865310432540000,Neg,Constraints
1423857674202990000,Neg,Confidence
1423856632006590000,Pos,Calculation
1423855440287330000,Neg,Constraints
1423853683092050000,Pos,Confidence
1423850379993690000,Pos,Calculation
1423849829084500000,Neg,Confidence
1423846165963930000,Pos,Responsibility
1423846098175610000,Pos,Responsibility
1423845317502410000,Pos,Calculation
1423845293703900000,Neg,Constraints
1423844591074040000,Pos,Calculation
1423842063041260000,Neg,Constraints
1423841271894870000,Neg,Constraints
1423840169304610000,Pos,Responsibility
1423838558817710000,Pos,Responsibility
1423838119632060000,Pos,Responsibility
1423835149020520000,Pos,Responsibility
1423834258611720000,Pos,Responsibility
1423828428914970000,Neg,Complacency
1423827351901590000,Pos,Calculation
1423827280430730000,Neg,Constraints
1423825704269990000,Pos,Calculation
1423825667590800000,Pos,Confidence
1423825420537920000,Pos,Confidence
1423825143160200000,Pos,Confidence
1423823954431510000,Pos,Calculation
1423823893056260000,Neg,Constraints
1423822317205870000,Pos,Calculation
1423821917727850000,Pos,Calculation
1423821284790600000,Pos,Calculation
1423819683463970000,Pos,Responsibility
1423818886789480000,Pos,Confidence
1423818886441400000,Pos,Responsibility
1423818186521130000,Pos,Responsibility
1423818074818590000,Pos,Calculation
1423817350961180000,Neg,Constraints
1423816795966730000,Pos,Confidence
1423815969005170000,Neg,Constraints
1423815884750020000,Neg,Constraints
1423815785877690000,Pos,Calculation
1423815725316140000,Neg,Constraints
1423814150153590000,Neg,Constraints
1423812584575140000,Pos,Responsibility
1423812121859550000,Pos,Responsibility
1423812119875640000,Pos,Confidence
1423806954141480000,Pos,Calculation
1423806313423800000,Pos,Confidence
1423805529458050000,Neg,Constraints
1423805078813620000,Neg,Confidence
1423799610175140000,Neg,Constraints
1423799326732520000,Pos,Calculation
1423794911745250000,Pos,Confidence
1423793827018530000,Pos,Calculation
1423793817191270000,Neg,Constraints
1423793703953440000,Neg,Confidence
1423793444829330000,Pos,Calculation
1423793438030310000,Pos,Calculation
1423791527495560000,Neg,Constraints
1423790983280420000,Neg,Constraints
1423790889902630000,Pos,Responsibility
1423790643642390000,Neg,Constraints
1423789242702960000,Pos,Calculation
1423787005176010000,Pos,Responsibility
1423786622714140000,Pos,Confidence
1423785668371640000,Pos,Calculation
1423785379660840000,Neg,Constraints
1423785374631870000,Neg,Constraints
1423785069097870000,Pos,Confidence
1423780469607300000,Neg,Calculation
1423779497896070000,Pos,Responsibility
1423777163828880000,Pos,Responsibility
1423776935604230000,Neg,Constraints
1423772953456480000,Neg,Constraints
1423771959771370000,Neg,Constraints
1423768943991280000,Pos,Confidence
1423766211762940000,Pos,Responsibility
1423764855576670000,Neg,Calculation
1423762361484070000,Pos,Constraints
1423757656993390000,Pos,Calculation
1423691851266010000,Pos,Calculation
1423668366334520000,Pos,Calculation
1423651278366730000,Pos,Calculation
1423646612572620000,Pos,Confidence
1423641263115420000,Pos,Confidence
1423640017658770000,Neg,Constraints
1423634864675310000,Pos,Calculation
1423630802051420000,Neg,Constraints
1423628394638410000,Pos,Calculation
1423621817781020000,Neg,Calculation
1423618235954450000,Pos,Constraints
1423616968276560000,Neg,Constraints
1423614975319300000,Pos,Confidence
1423614632984410000,Neg,Calculation
1423612628924980000,Neg,Calculation
1423603965883670000,Pos,Calculation
1423600991845240000,Pos,Calculation
1423600971712660000,Neg,Constraints
1423599507111950000,Neg,Constraints
1423596235370290000,Pos,Constraints
1423594932657280000,Pos,Responsibility
1423593046436760000,Neg,Constraints
1423592075845520000,Pos,Calculation
1423590178938000000,Neg,Constraints
1423588381213080000,Pos,Responsibility
1423583472078050000,Pos,Calculation
1423582221584130000,Pos,Calculation
1423578665212720000,Pos,Confidence
1423577139329200000,Neg,Confidence
1423575425041630000,Pos,Responsibility
1423574819572880000,Pos,Confidence
1423574497685240000,Pos,Responsibility
1423573593833690000,Pos,Calculation
1423565662086040000,Pos,Responsibility
1423559090911860000,Pos,Calculation
1423556842328780000,Neg,Constraints
1423556440208200000,Pos,Calculation
1423551332544250000,Pos,Calculation
1423547636901050000,Pos,Calculation
1423545372593460000,Neg,Constraints
1423540042878700000,Pos,Confidence
1423537452325560000,Pos,Calculation
1423532456527810000,Pos,Calculation
1423529989547330000,Pos,Constraints
1423529606892510000,Pos,Calculation
1423529331846940000,Pos,Calculation
1423527895272620000,Pos,Calculation
1423527807796130000,Pos,Calculation
1423522421647180000,Pos,Calculation
1423522099138750000,Pos,Calculation
1423520325195620000,Pos,Calculation
1423518896615670000,Neg,Constraints
1423511704483230000,Pos,Constraints
1423509789426930000,Neg,Constraints
1423508834815930000,Pos,Confidence
1423505886975160000,Pos,Responsibility
1423497814873570000,Neg,Constraints
1423497290094760000,Pos,Calculation
1423496534314800000,Pos,Responsibility
1423495999582980000,Neg,Constraints
1423495959158210000,Pos,Calculation
1423494242538710000,Pos,Calculation
1423493946408270000,Neg,Constraints
1423487911517840000,Neg,Constraints
1423478086503320000,Pos,Constraints
1423477292290900000,Pos,Confidence
1423476361679690000,Neg,Constraints
1423473965582840000,Pos,Calculation
1423473962982390000,Neg,Constraints
1423471955332580000,Neg,Constraints
1423470855959440000,Neg,Constraints
1423468303666670000,Pos,Constraints
1423467692036470000,Pos,Calculation
1423467052124090000,Neg,Constraints
1423463765480130000,Pos,Calculation
1423463558797430000,Pos,Calculation
1423462547458450000,Pos,Calculation
1423459457892110000,Neg,Constraints
1423459397569630000,Neg,Constraints
1423458223902760000,Pos,Complacency
1423456573599270000,Neg,Constraints
1423454431920610000,Pos,Calculation
1423454186683780000,Neg,Constraints
1423454040923370000,Neg,Constraints
1423453590660660000,Pos,Responsibility
1423453386335150000,Neg,Constraints
1423452676231090000,Neg,Constraints
1423451715156640000,Neg,Constraints
1423451546939910000,Pos,Calculation
1423450851893420000,Neg,Constraints
1423450058977020000,Pos,Responsibility
1423449778650630000,Pos,Confidence
1423448089151420000,Pos,Calculation
1423447577794510000,Pos,Calculation
1423443035774350000,Pos,Calculation
1423442081100350000,Neg,Constraints
1423440550959530000,Neg,Calculation
1423440419875180000,Pos,Calculation
1423439178772080000,Neg,Constraints
1423438000063530000,Pos,Calculation
1423437573016340000,Neg,Constraints
1423436590303510000,Pos,Confidence
1423435196477490000,Neg,Constraints
1423431359536580000,Pos,Responsibility
1423428763577050000,Neg,Constraints
1423428664335600000,Pos,Responsibility
1423426385859670000,Pos,Constraints
1423424101713020000,Pos,Responsibility
1423423404468680000,Neg,Calculation
1423421834393890000,Neg,Constraints
1423421417022880000,Neg,Constraints
1423420644541090000,Neg,Constraints
1423420157909630000,Pos,Responsibility
1423418144685580000,Pos,Constraints
1423417246035050000,Pos,Responsibility
1423414162261110000,Pos,Calculation
1423412183451370000,Neg,Constraints
1423410813210030000,Pos,Calculation
1423409904245630000,Neg,Constraints
1423408593248780000,Neg,Constraints
1423406169427610000,Pos,Constraints
1423403715814250000,Neg,Confidence
1423401455625520000,Pos,Confidence
1423400799418210000,Neg,Constraints
1423399457576520000,Neg,Constraints
1423396586994880000,Neg,Constraints
1423396554707140000,Pos,Responsibility
1423395980448200000,Pos,Calculation
1423393199398160000,Pos,Calculation
1423391155698520000,Pos,Responsibility
1423378235572680000,Pos,Constraints
1423328526183190000,Neg,Constraints
1423303740052750000,Neg,Calculation
1423278777178540000,Pos,Responsibility
1423274877864180000,Neg,Confidence
1423270358010920000,Neg,Constraints
1423264389994450000,Neg,Calculation
1423259557090840000,Neg,Constraints
1423251934975170000,Neg,Constraints
1423249428840810000,Neg,Calculation
1423248755889900000,Neg,Calculation
1423247419672720000,Neg,Constraints
